Item name, item ID, item URL, item found on GE
Map part (Thalzar),1537,https://secure.runescape.com/m=itemdb_oldschool/Map+part+(Thalzar)Map part %28Thalzar)Map part (Thalzar%29/viewitem?obj=1537,false
Steel battleaxe,1365,https://secure.runescape.com/m=itemdb_oldschool/Steel+battleaxe/viewitem?obj=1365,false
Blue triangle,9614,https://secure.runescape.com/m=itemdb_oldschool/Blue+triangle/viewitem?obj=9614,false
Phoenix hq key,758,https://secure.runescape.com/m=itemdb_oldschool/Phoenix+hq+key/viewitem?obj=758,false
Eclipse moon helm (Last Man Standing),29842,https://secure.runescape.com/m=itemdb_oldschool/Eclipse+moon+helm+(Last+Man+Standing)Eclipse moon helm %28Last Man Standing)Eclipse moon helm (Last Man Standing%29/viewitem?obj=29842,false
Echo venator bow#Charged,30434,https://secure.runescape.com/m=itemdb_oldschool/Echo+venator+bow#Charged/viewitem?obj=30434,false
Dragonstone platebody,24037,https://secure.runescape.com/m=itemdb_oldschool/Dragonstone+platebody/viewitem?obj=24037,false
Dragon bitter (flatpack),8524,https://secure.runescape.com/m=itemdb_oldschool/Dragon+bitter+(flatpack)Dragon bitter %28flatpack)Dragon bitter (flatpack%29/viewitem?obj=8524,false
Topiary bush#Nightmare,20638,https://secure.runescape.com/m=itemdb_oldschool/Topiary+bush#Nightmare/viewitem?obj=20638,false
Clue scroll (easy) - Search the crates in a bank in Varrock,12176,https://secure.runescape.com/m=itemdb_oldschool/Clue+scroll+(easy)+-+Search+the+crates+in+a+bank+in+VarrockClue scroll %28easy) - Search the crates in a bank in VarrockClue scroll (easy%29 - Search the crates in a bank in Varrock/viewitem?obj=12176,false
Gloves of darkness,20134,https://secure.runescape.com/m=itemdb_oldschool/Gloves+of+darkness/viewitem?obj=20134,false
Charged onyx,19560,https://secure.runescape.com/m=itemdb_oldschool/Charged+onyx/viewitem?obj=19560,false
Medical gown,430,https://secure.runescape.com/m=itemdb_oldschool/Medical+gown/viewitem?obj=430,false
Chest key (The Path of Glouphrie),28573,https://secure.runescape.com/m=itemdb_oldschool/Chest+key+(The+Path+of+Glouphrie)Chest key %28The Path of Glouphrie)Chest key (The Path of Glouphrie%29/viewitem?obj=28573,false
Black wizard robe (t),12451,https://secure.runescape.com/m=itemdb_oldschool/Black+wizard+robe+(t)Black wizard robe %28t)Black wizard robe (t%29/viewitem?obj=12451,false
Bucket of milk,1927,https://secure.runescape.com/m=itemdb_oldschool/Bucket+of+milk/viewitem?obj=1927,false
Dark infinity colour kit,12528,https://secure.runescape.com/m=itemdb_oldschool/Dark+infinity+colour+kit/viewitem?obj=12528,false
Clue scroll (easy) - Spin in the Varrock Castle courtyard,12162,https://secure.runescape.com/m=itemdb_oldschool/Clue+scroll+(easy)+-+Spin+in+the+Varrock+Castle+courtyardClue scroll %28easy) - Spin in the Varrock Castle courtyardClue scroll (easy%29 - Spin in the Varrock Castle courtyard/viewitem?obj=12162,false
Training bow,9705,https://secure.runescape.com/m=itemdb_oldschool/Training+bow/viewitem?obj=9705,false
Steel heraldic helm (Dragon),8688,https://secure.runescape.com/m=itemdb_oldschool/Steel+heraldic+helm+(Dragon)Steel heraldic helm %28Dragon)Steel heraldic helm (Dragon%29/viewitem?obj=8688,false
Paintbrush,7756,https://secure.runescape.com/m=itemdb_oldschool//viewitem?obj=7756,false
Cooked mystery meat,24785,https://secure.runescape.com/m=itemdb_oldschool/Cooked+mystery+meat/viewitem?obj=24785,false
Slayer's respite(m) (keg)#1 pint,5915,https://secure.runescape.com/m=itemdb_oldschool/Slayer's+respite(m)+(keg)#1+pintSlayer%27s respite(m) (keg)#1 pintSlayer's respite%28m) %28keg)#1 pintSlayer's respite(m%29 (keg%29#1 pint/viewitem?obj=5915,false
Mithril fire arrow#Unlit,2536,https://secure.runescape.com/m=itemdb_oldschool/Mithril+fire+arrow#Unlit/viewitem?obj=2536,false
Redberry pie#Full,2325,https://secure.runescape.com/m=itemdb_oldschool/Redberry+pie#Full/viewitem?obj=2325,false
Tribal top (pink),6371,https://secure.runescape.com/m=itemdb_oldschool/Tribal+top+(pink)Tribal top %28pink)Tribal top (pink%29/viewitem?obj=6371,false
Khazard helmet,74,https://secure.runescape.com/m=itemdb_oldschool/Khazard+helmet/viewitem?obj=74,false
Decorative armour (gold platebody)#Normal,4509,https://secure.runescape.com/m=itemdb_oldschool/Decorative+armour+(gold+platebody)#NormalDecorative armour %28gold platebody)#NormalDecorative armour (gold platebody%29#Normal/viewitem?obj=4509,false
Dragon kiteshield (g),22244,https://secure.runescape.com/m=itemdb_oldschool/Dragon+kiteshield+(g)Dragon kiteshield %28g)Dragon kiteshield (g%29/viewitem?obj=22244,false
Sawdust,9468,https://secure.runescape.com/m=itemdb_oldschool//viewitem?obj=9468,false
Decorative helm (red),4071,https://secure.runescape.com/m=itemdb_oldschool/Decorative+helm+(red)Decorative helm %28red)Decorative helm (red%29/viewitem?obj=4071,false
Dragon defender#Normal,12954,https://secure.runescape.com/m=itemdb_oldschool/Dragon+defender#Normal/viewitem?obj=12954,false
Black platelegs,1077,https://secure.runescape.com/m=itemdb_oldschool/Black+platelegs/viewitem?obj=1077,false
Lever (Dorgesh-Kaan Agility Course)#Normal,10991,https://secure.runescape.com/m=itemdb_oldschool/Lever+(Dorgesh-Kaan+Agility+Course)#NormalLever %28Dorgesh-Kaan Agility Course)#NormalLever (Dorgesh-Kaan Agility Course%29#Normal/viewitem?obj=10991,false
Polycatalytic guardian stone,30887,https://secure.runescape.com/m=itemdb_oldschool/Polycatalytic+guardian+stone/viewitem?obj=30887,false
Imp-in-a-box#(1),10028,https://secure.runescape.com/m=itemdb_oldschool/Imp-in-a-box#%281)Imp-in-a-box#(1%29/viewitem?obj=10028,false
Pot of cornflour,7468,https://secure.runescape.com/m=itemdb_oldschool/Pot+of+cornflour/viewitem?obj=7468,false
Free to play starter pack,12955,https://secure.runescape.com/m=itemdb_oldschool/Free+to+play+starter+pack/viewitem?obj=12955,false
Fresh chocolate mix,21229,https://secure.runescape.com/m=itemdb_oldschool/Fresh+chocolate+mix/viewitem?obj=21229,false
Burnt bread,2311,https://secure.runescape.com/m=itemdb_oldschool/Burnt+bread/viewitem?obj=2311,false
Sigil of the formidable fighter#Un-attuned,25997,https://secure.runescape.com/m=itemdb_oldschool/Sigil+of+the+formidable+fighter#Un-attuned/viewitem?obj=25997,false
Crystal staff (basic),23898,https://secure.runescape.com/m=itemdb_oldschool/Crystal+staff+(basic)Crystal staff %28basic)Crystal staff (basic%29/viewitem?obj=23898,false
Clan wars cape (PvP Championship)#Pointy,21403,https://secure.runescape.com/m=itemdb_oldschool/Clan+wars+cape+(PvP+Championship)#PointyClan wars cape %28PvP Championship)#PointyClan wars cape (PvP Championship%29#Pointy/viewitem?obj=21403,false
Blighted vengeance sack,24621,https://secure.runescape.com/m=itemdb_oldschool/Blighted+vengeance+sack/viewitem?obj=24621,false
Cabbage rune,13680,https://secure.runescape.com/m=itemdb_oldschool/Cabbage+rune/viewitem?obj=13680,false
Beekeeper's top,25131,https://secure.runescape.com/m=itemdb_oldschool/Beekeeper's+topBeekeeper%27s top/viewitem?obj=25131,false
Rat pole#Four rats,6777,https://secure.runescape.com/m=itemdb_oldschool/Rat+pole#Four+rats/viewitem?obj=6777,false
Kourend castle teleport (tablet),28790,https://secure.runescape.com/m=itemdb_oldschool/Kourend+castle+teleport+(tablet)Kourend castle teleport %28tablet)Kourend castle teleport (tablet%29/viewitem?obj=28790,false
Clue scroll (medium) - Beckon in Tai Bwo Wannai,10260,https://secure.runescape.com/m=itemdb_oldschool/Clue+scroll+(medium)+-+Beckon+in+Tai+Bwo+WannaiClue scroll %28medium) - Beckon in Tai Bwo WannaiClue scroll (medium%29 - Beckon in Tai Bwo Wannai/viewitem?obj=10260,false
Eastfloor spade,27873,https://secure.runescape.com/m=itemdb_oldschool/Eastfloor+spade/viewitem?obj=27873,false
Crate (In Aid of the Myreque),7630,https://secure.runescape.com/m=itemdb_oldschool/Crate+(In+Aid+of+the+Myreque)Crate %28In Aid of the Myreque)Crate (In Aid of the Myreque%29/viewitem?obj=7630,false
Edern's journal,6649,https://secure.runescape.com/m=itemdb_oldschool/Edern's+journalEdern%27s journal/viewitem?obj=6649,false
Mahogany bookcase (flatpack),8514,https://secure.runescape.com/m=itemdb_oldschool/Mahogany+bookcase+(flatpack)Mahogany bookcase %28flatpack)Mahogany bookcase (flatpack%29/viewitem?obj=8514,false
Musketeer pants,12443,https://secure.runescape.com/m=itemdb_oldschool/Musketeer+pants/viewitem?obj=12443,false
Rune thrownaxe,805,https://secure.runescape.com/m=itemdb_oldschool/Rune+thrownaxe/viewitem?obj=805,false
Pushup (unobtainable item),10946,https://secure.runescape.com/m=itemdb_oldschool/Pushup+(unobtainable+item)Pushup %28unobtainable item)Pushup (unobtainable item%29/viewitem?obj=10946,false
Spider on shaft (raw),6295,https://secure.runescape.com/m=itemdb_oldschool/Spider+on+shaft+(raw)Spider on shaft %28raw)Spider on shaft (raw%29/viewitem?obj=6295,false
Oak lectern,8334,https://secure.runescape.com/m=itemdb_oldschool/Oak+lectern/viewitem?obj=8334,false
Opal dragon bolts (e),21932,https://secure.runescape.com/m=itemdb_oldschool/Opal+dragon+bolts+(e)Opal dragon bolts %28e)Opal dragon bolts (e%29/viewitem?obj=21932,false
Farmer (interface item),3243,https://secure.runescape.com/m=itemdb_oldschool/Farmer+(interface+item)Farmer %28interface item)Farmer (interface item%29/viewitem?obj=3243,false
Zamorak's unfermented wine,20752,https://secure.runescape.com/m=itemdb_oldschool/Zamorak's+unfermented+wineZamorak%27s unfermented wine/viewitem?obj=20752,false
Rune kiteshield (HAM),8726,https://secure.runescape.com/m=itemdb_oldschool/Rune+kiteshield+(HAM)Rune kiteshield %28HAM)Rune kiteshield (HAM%29/viewitem?obj=8726,false
Sapphire key#Halloween,20769,https://secure.runescape.com/m=itemdb_oldschool/Sapphire+key#Halloween/viewitem?obj=20769,false
Clue nest (elite),19718,https://secure.runescape.com/m=itemdb_oldschool/Clue+nest+(elite)Clue nest %28elite)Clue nest (elite%29/viewitem?obj=19718,false
Ahrim's hood#(broken),4860,https://secure.runescape.com/m=itemdb_oldschool/Ahrim's+hood#(broken)Ahrim%27s hood#(broken)Ahrim's hood#%28broken)Ahrim's hood#(broken%29/viewitem?obj=4860,false
Bunny top,13663,https://secure.runescape.com/m=itemdb_oldschool/Bunny+top/viewitem?obj=13663,false
Rake head,5348,https://secure.runescape.com/m=itemdb_oldschool/Rake+head/viewitem?obj=5348,false
Bob the cat slippers,27806,https://secure.runescape.com/m=itemdb_oldschool/Bob+the+cat+slippers/viewitem?obj=27806,false
Stripy feather,10087,https://secure.runescape.com/m=itemdb_oldschool/Stripy+feather/viewitem?obj=10087,false
Broken cauldron,9591,https://secure.runescape.com/m=itemdb_oldschool/Broken+cauldron/viewitem?obj=9591,false
Corrupted volatile nightmare staff,29602,https://secure.runescape.com/m=itemdb_oldschool/Corrupted+volatile+nightmare+staff/viewitem?obj=29602,false
Yew seed,5315,https://secure.runescape.com/m=itemdb_oldschool/Yew+seed/viewitem?obj=5315,false
Blue icon#Split,25220,https://secure.runescape.com/m=itemdb_oldschool/Blue+icon#Split/viewitem?obj=25220,false
Cooked moonlight antelope,29143,https://secure.runescape.com/m=itemdb_oldschool/Cooked+moonlight+antelope/viewitem?obj=29143,false
Burnt batta,2247,https://secure.runescape.com/m=itemdb_oldschool/Burnt+batta/viewitem?obj=2247,false
Karambwanji paste#Cooked,3156,https://secure.runescape.com/m=itemdb_oldschool/Karambwanji+paste#Cooked/viewitem?obj=3156,false
Diamond bracelet,11092,https://secure.runescape.com/m=itemdb_oldschool/Diamond+bracelet/viewitem?obj=11092,false
Clan vexillum#Black,25721,https://secure.runescape.com/m=itemdb_oldschool/Clan+vexillum#Black/viewitem?obj=25721,false
Karil's crossbow#25,4937,https://secure.runescape.com/m=itemdb_oldschool/Karil's+crossbow#25Karil%27s crossbow#25/viewitem?obj=4937,false
Koriff's headband#Normal,26737,https://secure.runescape.com/m=itemdb_oldschool/Koriff's+headband#NormalKoriff%27s headband#Normal/viewitem?obj=26737,false
Yellow goblin mail,9056,https://secure.runescape.com/m=itemdb_oldschool/Yellow+goblin+mail/viewitem?obj=9056,false
Magnet (Witch's House),2410,https://secure.runescape.com/m=itemdb_oldschool/Magnet+(Witch's+House)Magnet (Witch%27s House)Magnet %28Witch's House)Magnet (Witch's House%29/viewitem?obj=2410,false
Bronze dagger#(p+),5670,https://secure.runescape.com/m=itemdb_oldschool/Bronze+dagger#(p+)Bronze dagger#%28p+)Bronze dagger#(p+%29/viewitem?obj=5670,false
Bandana eyepatch (brown),8927,https://secure.runescape.com/m=itemdb_oldschool/Bandana+eyepatch+(brown)Bandana eyepatch %28brown)Bandana eyepatch (brown%29/viewitem?obj=8927,false
Sigil of stamina#Un-attuned,26042,https://secure.runescape.com/m=itemdb_oldschool/Sigil+of+stamina#Un-attuned/viewitem?obj=26042,false
Golden apron,20208,https://secure.runescape.com/m=itemdb_oldschool/Golden+apron/viewitem?obj=20208,false
Shattered trousers (t1),26433,https://secure.runescape.com/m=itemdb_oldschool/Shattered+trousers+(t1)Shattered trousers %28t1)Shattered trousers (t1%29/viewitem?obj=26433,false
Statius's warhammer (bh)#Inactive,27910,https://secure.runescape.com/m=itemdb_oldschool/Statius's+warhammer+(bh)#InactiveStatius%27s warhammer (bh)#InactiveStatius's warhammer %28bh)#InactiveStatius's warhammer (bh%29#Inactive/viewitem?obj=27910,false
Marble altar#Guthix,8067,https://secure.runescape.com/m=itemdb_oldschool/Marble+altar#Guthix/viewitem?obj=8067,false
Banner (Dragon),8656,https://secure.runescape.com/m=itemdb_oldschool/Banner+(Dragon)Banner %28Dragon)Banner (Dragon%29/viewitem?obj=8656,false
Lesser demon mask,20020,https://secure.runescape.com/m=itemdb_oldschool/Lesser+demon+mask/viewitem?obj=20020,false
Monk's robe,542,https://secure.runescape.com/m=itemdb_oldschool/Monk's+robeMonk%27s robe/viewitem?obj=542,false
Clue scroll (easy) - I wouldn't wear this jean on my legs,19820,https://secure.runescape.com/m=itemdb_oldschool/Clue+scroll+(easy)+-+I+wouldn't+wear+this+jean+on+my+legsClue scroll (easy) - I wouldn%27t wear this jean on my legsClue scroll %28easy) - I wouldn't wear this jean on my legsClue scroll (easy%29 - I wouldn't wear this jean on my legs/viewitem?obj=19820,false
Moonlight mead(m) (keg)#1 pint,5891,https://secure.runescape.com/m=itemdb_oldschool/Moonlight+mead(m)+(keg)#1+pintMoonlight mead%28m) %28keg)#1 pintMoonlight mead(m%29 (keg%29#1 pint/viewitem?obj=5891,false
Defender icon#Big moustache,22727,https://secure.runescape.com/m=itemdb_oldschool/Defender+icon#Big+moustache/viewitem?obj=22727,false
Crystal halberd (i)#6/10,13085,https://secure.runescape.com/m=itemdb_oldschool/Crystal+halberd+(i)#6/10Crystal halberd %28i)#6/10Crystal halberd (i%29#6/10/viewitem?obj=13085,false
Seasoned legs,2158,https://secure.runescape.com/m=itemdb_oldschool/Seasoned+legs/viewitem?obj=2158,false
Weapon poison+ (unf),5936,https://secure.runescape.com/m=itemdb_oldschool/Weapon+poison++(unf)Weapon poison+ %28unf)Weapon poison+ (unf%29/viewitem?obj=5936,false
Clue scroll (easy) - Talk to Ambassador Spanfipple,12182,https://secure.runescape.com/m=itemdb_oldschool/Clue+scroll+(easy)+-+Talk+to+Ambassador+SpanfippleClue scroll %28easy) - Talk to Ambassador SpanfippleClue scroll (easy%29 - Talk to Ambassador Spanfipple/viewitem?obj=12182,false
Half made batta (worm),9480,https://secure.runescape.com/m=itemdb_oldschool/Half+made+batta+(worm)Half made batta %28worm)Half made batta (worm%29/viewitem?obj=9480,false
Dwarven stout(m) (keg)#3 pints,5855,https://secure.runescape.com/m=itemdb_oldschool/Dwarven+stout(m)+(keg)#3+pintsDwarven stout%28m) %28keg)#3 pintsDwarven stout(m%29 (keg%29#3 pints/viewitem?obj=5855,false
Autumn sq'irkjuice,10850,https://secure.runescape.com/m=itemdb_oldschool/Autumn+sq'irkjuiceAutumn sq%27irkjuice/viewitem?obj=10850,false
Lime,2120,https://secure.runescape.com/m=itemdb_oldschool//viewitem?obj=2120,false
Efh salt,22595,https://secure.runescape.com/m=itemdb_oldschool/Efh+salt/viewitem?obj=22595,false
Stuffed kbd heads,7987,https://secure.runescape.com/m=itemdb_oldschool/Stuffed+kbd+heads/viewitem?obj=7987,false
White platelegs,6625,https://secure.runescape.com/m=itemdb_oldschool/White+platelegs/viewitem?obj=6625,false
Irit leaf,259,https://secure.runescape.com/m=itemdb_oldschool/Irit+leaf/viewitem?obj=259,true
Zealot's boots,25440,https://secure.runescape.com/m=itemdb_oldschool/Zealot's+bootsZealot%27s boots/viewitem?obj=25440,false
Karil's crossbow#50,4936,https://secure.runescape.com/m=itemdb_oldschool/Karil's+crossbow#50Karil%27s crossbow#50/viewitem?obj=4936,false
Ruby amulet (u),1679,https://secure.runescape.com/m=itemdb_oldschool/Ruby+amulet+(u)Ruby amulet %28u)Ruby amulet (u%29/viewitem?obj=1679,false
Dharok's helm#(broken),4884,https://secure.runescape.com/m=itemdb_oldschool/Dharok's+helm#(broken)Dharok%27s helm#(broken)Dharok's helm#%28broken)Dharok's helm#(broken%29/viewitem?obj=4884,false
Navy cavalier,12325,https://secure.runescape.com/m=itemdb_oldschool/Navy+cavalier/viewitem?obj=12325,false
A big present,26308,https://secure.runescape.com/m=itemdb_oldschool/A+big+present/viewitem?obj=26308,false
Rune defender (Last Man Standing),27185,https://secure.runescape.com/m=itemdb_oldschool/Rune+defender+(Last+Man+Standing)Rune defender %28Last Man Standing)Rune defender (Last Man Standing%29/viewitem?obj=27185,false
Fairy mushroom,25102,https://secure.runescape.com/m=itemdb_oldschool/Fairy+mushroom/viewitem?obj=25102,false
Rusty casket,3849,https://secure.runescape.com/m=itemdb_oldschool/Rusty+casket/viewitem?obj=3849,false
Zadimus corpse,610,https://secure.runescape.com/m=itemdb_oldschool/Zadimus+corpse/viewitem?obj=610,false
Zamorak robe legs,10468,https://secure.runescape.com/m=itemdb_oldschool/Zamorak+robe+legs/viewitem?obj=10468,false
Key (Treasure Trails)#Elite,19812,https://secure.runescape.com/m=itemdb_oldschool/Key+(Treasure+Trails)#EliteKey %28Treasure Trails)#EliteKey (Treasure Trails%29#Elite/viewitem?obj=19812,false
Bullet arrow,22227,https://secure.runescape.com/m=itemdb_oldschool/Bullet+arrow/viewitem?obj=22227,false
Uncut dragonstone,1631,https://secure.runescape.com/m=itemdb_oldschool/Uncut+dragonstone/viewitem?obj=1631,true
Ranger path starter kit,24861,https://secure.runescape.com/m=itemdb_oldschool/Ranger+path+starter+kit/viewitem?obj=24861,false
Steak sandwich,25631,https://secure.runescape.com/m=itemdb_oldschool/Steak+sandwich/viewitem?obj=25631,false
Banner (Asgarnia),8652,https://secure.runescape.com/m=itemdb_oldschool/Banner+(Asgarnia)Banner %28Asgarnia)Banner (Asgarnia%29/viewitem?obj=8652,false
Teak cape rack,9818,https://secure.runescape.com/m=itemdb_oldschool/Teak+cape+rack/viewitem?obj=9818,false
Beaver#Mahogany,28236,https://secure.runescape.com/m=itemdb_oldschool//viewitem?obj=28236,false
Thick dye,25610,https://secure.runescape.com/m=itemdb_oldschool/Thick+dye/viewitem?obj=25610,false
Bronze brutal,4773,https://secure.runescape.com/m=itemdb_oldschool/Bronze+brutal/viewitem?obj=4773,false
Superior dragon bones,22124,https://secure.runescape.com/m=itemdb_oldschool/Superior+dragon+bones/viewitem?obj=22124,false
Black d'hide shield,22284,https://secure.runescape.com/m=itemdb_oldschool/Black+d'hide+shieldBlack d%27hide shield/viewitem?obj=22284,false
3rd age range legs,10332,https://secure.runescape.com/m=itemdb_oldschool/3rd+age+range+legs/viewitem?obj=10332,false
Sacred oil#(3),3432,https://secure.runescape.com/m=itemdb_oldschool/Sacred+oil#(3)Sacred oil#%283)Sacred oil#(3%29/viewitem?obj=3432,false
Clue scroll (medium) - PACINNG A TAIE,19734,https://secure.runescape.com/m=itemdb_oldschool/Clue+scroll+(medium)+-+PACINNG+A+TAIEClue scroll %28medium) - PACINNG A TAIEClue scroll (medium%29 - PACINNG A TAIE/viewitem?obj=19734,false
Lunar boots,9100,https://secure.runescape.com/m=itemdb_oldschool/Lunar+boots/viewitem?obj=9100,false
Bronze gold-trimmed set (lg),12968,https://secure.runescape.com/m=itemdb_oldschool/Bronze+gold-trimmed+set+(lg)Bronze gold-trimmed set %28lg)Bronze gold-trimmed set (lg%29/viewitem?obj=12968,false
Nutcracker boots#Sweet,27585,https://secure.runescape.com/m=itemdb_oldschool/Nutcracker+boots#Sweet/viewitem?obj=27585,false
Amulet of avarice,22557,https://secure.runescape.com/m=itemdb_oldschool/Amulet+of+avarice/viewitem?obj=22557,false
Energy dolmen,29540,https://secure.runescape.com/m=itemdb_oldschool/Energy+dolmen/viewitem?obj=29540,false
Silver pot (Murder Mystery)#Dusted,1807,https://secure.runescape.com/m=itemdb_oldschool/Silver+pot+(Murder+Mystery)#DustedSilver pot %28Murder Mystery)#DustedSilver pot (Murder Mystery%29#Dusted/viewitem?obj=1807,false
Adamant crossbow (u),9463,https://secure.runescape.com/m=itemdb_oldschool/Adamant+crossbow+(u)Adamant crossbow %28u)Adamant crossbow (u%29/viewitem?obj=9463,false
Knight of varlamore (item),28977,https://secure.runescape.com/m=itemdb_oldschool/Knight+of+varlamore+(item)Knight of varlamore %28item)Knight of varlamore (item%29/viewitem?obj=28977,false
Kitchen table,8246,https://secure.runescape.com/m=itemdb_oldschool/Kitchen+table/viewitem?obj=8246,false
Law rune (Barbarian Assault),11695,https://secure.runescape.com/m=itemdb_oldschool/Law+rune+(Barbarian+Assault)Law rune %28Barbarian Assault)Law rune (Barbarian Assault%29/viewitem?obj=11695,false
Vial of tears#Empty,13347,https://secure.runescape.com/m=itemdb_oldschool/Vial+of+tears#Empty/viewitem?obj=13347,false
Dragon bonemeal,4261,https://secure.runescape.com/m=itemdb_oldschool/Dragon+bonemeal/viewitem?obj=4261,false
Sacred oil#(2),3434,https://secure.runescape.com/m=itemdb_oldschool/Sacred+oil#(2)Sacred oil#%282)Sacred oil#(2%29/viewitem?obj=3434,false
Silly jester hat,10836,https://secure.runescape.com/m=itemdb_oldschool/Silly+jester+hat/viewitem?obj=10836,false
Caviar,11326,https://secure.runescape.com/m=itemdb_oldschool//viewitem?obj=11326,false
Karamjan rum (sliced banana),3164,https://secure.runescape.com/m=itemdb_oldschool/Karamjan+rum+(sliced+banana)Karamjan rum %28sliced banana)Karamjan rum (sliced banana%29/viewitem?obj=3164,false
Orange pumpkin#Happy,30273,https://secure.runescape.com/m=itemdb_oldschool/Orange+pumpkin#Happy/viewitem?obj=30273,false
Darklight (mounted),8281,https://secure.runescape.com/m=itemdb_oldschool/Darklight+(mounted)Darklight %28mounted)Darklight (mounted%29/viewitem?obj=8281,false
Rune scimitar (guthix),23330,https://secure.runescape.com/m=itemdb_oldschool/Rune+scimitar+(guthix)Rune scimitar %28guthix)Rune scimitar (guthix%29/viewitem?obj=23330,false
Rod of ivandis#(3),7646,https://secure.runescape.com/m=itemdb_oldschool/Rod+of+ivandis#(3)Rod of ivandis#%283)Rod of ivandis#(3%29/viewitem?obj=7646,false
Gielinor's flora - hops,23013,https://secure.runescape.com/m=itemdb_oldschool/Gielinor's+flora+-+hopsGielinor%27s flora - hops/viewitem?obj=23013,false
Catspeak amulet(e),6544,https://secure.runescape.com/m=itemdb_oldschool/Catspeak+amulet(e)Catspeak amulet%28e)Catspeak amulet(e%29/viewitem?obj=6544,false
Canopic jar#Crondis,4681,https://secure.runescape.com/m=itemdb_oldschool/Canopic+jar#Crondis/viewitem?obj=4681,false
Morrigan's javelin (Deadman Mode),22636,https://secure.runescape.com/m=itemdb_oldschool/Morrigan's+javelin+(Deadman+Mode)Morrigan%27s javelin (Deadman Mode)Morrigan's javelin %28Deadman Mode)Morrigan's javelin (Deadman Mode%29/viewitem?obj=22636,false
Red d'hide vambraces,2489,https://secure.runescape.com/m=itemdb_oldschool/Red+d'hide+vambracesRed d%27hide vambraces/viewitem?obj=2489,false
Rod of ivandis#(2),7647,https://secure.runescape.com/m=itemdb_oldschool/Rod+of+ivandis#(2)Rod of ivandis#%282)Rod of ivandis#(2%29/viewitem?obj=7647,false
Mixalot#Unfinished,30020,https://secure.runescape.com/m=itemdb_oldschool//viewitem?obj=30020,false
Herb tea mix#Marrentill,4468,https://secure.runescape.com/m=itemdb_oldschool/Herb+tea+mix#Marrentill/viewitem?obj=4468,false
Super ranging#(4),11722,https://secure.runescape.com/m=itemdb_oldschool/Super+ranging#(4)Super ranging#%284)Super ranging#(4%29/viewitem?obj=11722,false
Jug,1935,https://secure.runescape.com/m=itemdb_oldschool//viewitem?obj=1935,false
Sacred oil#(1),3436,https://secure.runescape.com/m=itemdb_oldschool/Sacred+oil#(1)Sacred oil#%281)Sacred oil#(1%29/viewitem?obj=3436,false
Soul nerve,28450,https://secure.runescape.com/m=itemdb_oldschool/Soul+nerve/viewitem?obj=28450,false
Graceful boots (Piscarilius)#Worn,13602,https://secure.runescape.com/m=itemdb_oldschool/Graceful+boots+(Piscarilius)#WornGraceful boots %28Piscarilius)#WornGraceful boots (Piscarilius%29#Worn/viewitem?obj=13602,false
Wintertodt parable,13529,https://secure.runescape.com/m=itemdb_oldschool/Wintertodt+parable/viewitem?obj=13529,false
Vyre noble skirt (purple),24820,https://secure.runescape.com/m=itemdb_oldschool/Vyre+noble+skirt+(purple)Vyre noble skirt %28purple)Vyre noble skirt (purple%29/viewitem?obj=24820,false
Dorgesh-kaan sphere,10972,https://secure.runescape.com/m=itemdb_oldschool/Dorgesh-kaan+sphere/viewitem?obj=10972,false
Wizard boots,2579,https://secure.runescape.com/m=itemdb_oldschool/Wizard+boots/viewitem?obj=2579,false
Rod of ivandis#(1),7648,https://secure.runescape.com/m=itemdb_oldschool/Rod+of+ivandis#(1)Rod of ivandis#%281)Rod of ivandis#(1%29/viewitem?obj=7648,false
Sketch,720,https://secure.runescape.com/m=itemdb_oldschool//viewitem?obj=720,false
Trinket dust,30689,https://secure.runescape.com/m=itemdb_oldschool/Trinket+dust/viewitem?obj=30689,false
Graceful legs (Adventurer)#Worn,27455,https://secure.runescape.com/m=itemdb_oldschool/Graceful+legs+(Adventurer)#WornGraceful legs %28Adventurer)#WornGraceful legs (Adventurer%29#Worn/viewitem?obj=27455,false
Ancient icon,27627,https://secure.runescape.com/m=itemdb_oldschool/Ancient+icon/viewitem?obj=27627,false
Hunter potion#(2),10002,https://secure.runescape.com/m=itemdb_oldschool/Hunter+potion#(2)Hunter potion#%282)Hunter potion#(2%29/viewitem?obj=10002,false
Rogue's revenge,12856,https://secure.runescape.com/m=itemdb_oldschool/Rogue's+revengeRogue%27s revenge/viewitem?obj=12856,false
Rod of ivandis#(5),7644,https://secure.runescape.com/m=itemdb_oldschool/Rod+of+ivandis#(5)Rod of ivandis#%285)Rod of ivandis#(5%29/viewitem?obj=7644,false
Dragonstone (Mage Training Arena),6903,https://secure.runescape.com/m=itemdb_oldschool/Dragonstone+(Mage+Training+Arena)Dragonstone %28Mage Training Arena)Dragonstone (Mage Training Arena%29/viewitem?obj=6903,false
Herbiboar (interface item),21511,https://secure.runescape.com/m=itemdb_oldschool/Herbiboar+(interface+item)Herbiboar %28interface item)Herbiboar (interface item%29/viewitem?obj=21511,false
Pendant of ates#Charged,29893,https://secure.runescape.com/m=itemdb_oldschool/Pendant+of+ates#Charged/viewitem?obj=29893,false
Mithril chainbody,1109,https://secure.runescape.com/m=itemdb_oldschool/Mithril+chainbody/viewitem?obj=1109,false
Fishy easter egg,21226,https://secure.runescape.com/m=itemdb_oldschool/Fishy+easter+egg/viewitem?obj=21226,false
